premise,hypothesis,extra,label,generic,concept,hyp_type_pl,reasoning_steps,reasoning_type,extra_type
Monkeys have arms. Wumoxes are monkeys. Dofiks are Wumoxes.,Dofiks have arms.,Wumoxes have arms,S,Monkeys have arms.,Monkeys,Dofiks,2,S-case,Nonsense
Monkeys have arms. Wumoxes are monkeys. Dofiks are Wumoxes.,Dofiks have arms.,Wumoxes do not have arms,W,Monkeys have arms.,Monkeys,Dofiks,2,W-case,Nonsense
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Weasels are dogs. Weasels have teeth.,S,Dogs have teeth.,Dogs,Yebs,1,S-case,Real
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Wumoxes are dogs. Wumoxes have teeth.,S,Dogs have teeth.,Dogs,Yebs,1,S-case,Nonsense
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Dogs that have had all of their teeth removed (by a veterinarian) are dogs. Dogs that have had all of their teeth removed (by a veterinarian) do not have teeth.,W,Dogs have teeth.,Dogs,Yebs,1,W-case,Real
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Wumoxes are dogs. Wumoxes do not have teeth.,W,Dogs have teeth.,Dogs,Yebs,1,W-case,Nonsense
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Piranhas are not dogs. Piranhas have teeth.,N,Dogs have teeth.,Dogs,Yebs,1,S-alt,Real
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Wumoxes are not dogs. Wumoxes have teeth.,N,Dogs have teeth.,Dogs,Yebs,1,S-alt,Nonsense
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Wumoxes are not dogs. Wumoxes do not have teeth.,N,Dogs have teeth.,Dogs,Yebs,1,N-alt,Nonsense
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Canaries are not dogs. Canaries do not have teeth.,N,Dogs have teeth.,Dogs,Yebs,1,N-alt,Real
Dogs have teeth. Yebs are dogs.,Yebs have teeth.,Dogs have a sense of smell.,N,Dogs have teeth.,Dogs,Yebs,1,N-prop,Real
Dogs have teeth. Weasels are dogs. Yebs are weasels.,Yebs have teeth.,Weasels have teeth.,S,Dogs have teeth.,Dogs,Yebs,2,S-case,Real
Dogs have teeth. Dogs that have had all of their teeth removed (by a veterinarian) are dogs. Yebs are dogs that have had all of their teeth removed (by a veterinarian).,Yebs have teeth.,Dogs that have had all of their teeth removed (by a veterinarian) do not have teeth.,W,Dogs have teeth.,Dogs,Yebs,2,W-case,Real
Dogs have teeth. Bafus are dogs. Yebs are Bafus.,Yebs have teeth.,Bafus have teeth,S,Dogs have teeth.,Dogs,Yebs,2,S-case,Nonsense
Dogs have teeth. Bafus are dogs. Yebs are Bafus.,Yebs have teeth.,Bafus do not have teeth,W,Dogs have teeth.,Dogs,Yebs,2,W-case,Nonsense
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,A pug is a dog. A pug has four legs.,S,Dogs have four legs.,Dogs,Yebs,1,S-case,Real
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,A Wumox is a dog. A Wumox has four legs.,S,Dogs have four legs.,Dogs,Yebs,1,S-case,Nonsense
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,Dogs that are puppies (they are born with only three legs) are dogs. Dogs that are puppies (they are born with only three legs) do not have four legs.,W,Dogs have four legs.,Dogs,Yebs,1,W-case,Real
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,A Wumox is a dog. Wumoxes do not have four legs.,W,Dogs have four legs.,Dogs,Yebs,1,W-case,Nonsense
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,Cats are not dogs. Cats have four legs.,N,Dogs have four legs.,Dogs,Yebs,1,S-alt,Real
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,A Wumox is not a dog. A Wumox has four legs.,N,Dogs have four legs.,Dogs,Yebs,1,S-alt,Nonsense
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,A Wumox is not a dog. Wumoxes do not have four legs.,N,Dogs have four legs.,Dogs,Yebs,1,N-alt,Nonsense
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,Walruses are not dogs. Walruses do not have four legs.,N,Dogs have four legs.,Dogs,Yebs,1,N-alt,Real
Dogs have four legs. A Yeb is a dog.,A Yeb has four legs.,Dogs have a wet nose.,N,Dogs have four legs.,Dogs,Yebs,1,N-prop,Real
Dogs have four legs. A pug is a dog. A Yeb is a pug.,A Yeb has four legs.,A pug has four legs.,S,Dogs have four legs.,Dogs,Yebs,2,S-case,Real
Dogs have four legs. Dogs that are puppies (they are born with only three legs) are dogs. Yebs are dogs that are puppies (they are born with only three legs).,A Yeb has four legs.,Dogs that are puppies (they are born with only three legs) do not have four legs.,W,Dogs have four legs.,Dogs,Yebs,2,W-case,Real
Dogs have four legs. A Bafu is a dog. A Yeb is a Bafu.,A Yeb has four legs.,A Bafu has four legs,S,Dogs have four legs.,Dogs,Yebs,2,S-case,Nonsense
Dogs have four legs. A Bafu is a dog. A Yeb is a Bafu.,A Yeb has four legs.,Bafus do not have four legs,W,Dogs have four legs.,Dogs,Yebs,2,W-case,Nonsense
Frogs have feet. A Goq is a frog.,A Goq has feet.,A leopard frog is a frog. A leopard frog have feet.,S,Frogs have feet.,Frogs,Goqs,1,S-case,Real
Frogs have feet. A Goq is a frog.,A Goq has feet.,A Dofik is a frog. A Dofik have feet.,S,Frogs have feet.,Frogs,Goqs,1,S-case,Nonsense
Frogs have feet. A Goq is a frog.,A Goq has feet.,Frogs that are tadpoles are frogs. Frogs that are tadpoles do not have feet.,W,Frogs have feet.,Frogs,Goqs,1,W-case,Real
Frogs have feet. A Goq is a frog.,A Goq has feet.,A Dofik is a frog. Dofiks do not have feet.,W,Frogs have feet.,Frogs,Goqs,1,W-case,Nonsense
Frogs have feet. A Goq is a frog.,A Goq has feet.,Chickens are not frogs. Chickens have feet.,N,Frogs have feet.,Frogs,Goqs,1,S-alt,Real
Frogs have feet. A Goq is a frog.,A Goq has feet.,A Dofik is not a frog. A Dofik have feet.,N,Frogs have feet.,Frogs,Goqs,1,S-alt,Nonsense
Frogs have feet. A Goq is a frog.,A Goq has feet.,A Dofik is not a frog. Dofiks do not have feet.,N,Frogs have feet.,Frogs,Goqs,1,N-alt,Nonsense
Frogs have feet. A Goq is a frog.,A Goq has feet.,Centipedes are not frogs. Centipedes do not have feet.,N,Frogs have feet.,Frogs,Goqs,1,N-alt,Real
Frogs have feet. A Goq is a frog.,A Goq has feet.,Frogs have a slimy skin.,N,Frogs have feet.,Frogs,Goqs,1,N-prop,Real
Frogs have feet. A leopard frog is a frog. A Goq is a leopard frog.,A Goq has feet.,A leopard frog have feet.,S,Frogs have feet.,Frogs,Goqs,2,S-case,Real
Frogs have feet. Frogs that are tadpoles are frogs. Goqs are frogs that are tadpoles.,A Goq has feet.,Frogs that are tadpoles do not have feet.,W,Frogs have feet.,Frogs,Goqs,2,W-case,Real
Frogs have feet. A Yeb is a frog. A Goq is a Yeb.,A Goq has feet.,A Yeb have feet,S,Frogs have feet.,Frogs,Goqs,2,S-case,Nonsense
Frogs have feet. A Yeb is a frog. A Goq is a Yeb.,A Goq has feet.,Yebs do not have feet,W,Frogs have feet.,Frogs,Goqs,2,W-case,Nonsense
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,A cheetah is a cheetah. A cheetah has long legs.,S,Cheetahs have long legs.,Cheetahs,Goqs,1,S-case,Real
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,A Dofik is a cheetah. A Dofik has long legs.,S,Cheetahs have long legs.,Cheetahs,Goqs,1,S-case,Nonsense
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,Cheetahs that are very young are cheetahs. Cheetahs that are very young do not have long legs.,W,Cheetahs have long legs.,Cheetahs,Goqs,1,W-case,Real
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,A Dofik is a cheetah. Dofiks do not have long legs.,W,Cheetahs have long legs.,Cheetahs,Goqs,1,W-case,Nonsense
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,Kangaroos are not cheetahs. Kangaroos have long legs.,N,Cheetahs have long legs.,Cheetahs,Goqs,1,S-alt,Real
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,A Dofik is not a cheetah. A Dofik has long legs.,N,Cheetahs have long legs.,Cheetahs,Goqs,1,S-alt,Nonsense
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,A Dofik is not a cheetah. Dofiks do not have long legs.,N,Cheetahs have long legs.,Cheetahs,Goqs,1,N-alt,Nonsense
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,Sharks are not cheetahs. Sharks do not have long legs.,N,Cheetahs have long legs.,Cheetahs,Goqs,1,N-alt,Real
Cheetahs have long legs. A Goq is a cheetah.,A Goq has long legs.,Cheetahs have black spots on their fur.,N,Cheetahs have long legs.,Cheetahs,Goqs,1,N-prop,Real
Cheetahs have long legs. A cheetah is a cheetah. A Goq is a cheetah.,A Goq has long legs.,A cheetah has long legs.,S,Cheetahs have long legs.,Cheetahs,Goqs,2,S-case,Real
Cheetahs have long legs. Cheetahs that are very young are cheetahs. Goqs are cheetahs that are very young.,A Goq has long legs.,Cheetahs that are very young do not have long legs.,W,Cheetahs have long legs.,Cheetahs,Goqs,2,W-case,Real
Cheetahs have long legs. A Yeb is a cheetah. A Goq is a Yeb.,A Goq has long legs.,A Yeb has long legs,S,Cheetahs have long legs.,Cheetahs,Goqs,2,S-case,Nonsense
Cheetahs have long legs. A Yeb is a cheetah. A Goq is a Yeb.,A Goq has long legs.,Yebs do not have long legs,W,Cheetahs have long legs.,Cheetahs,Goqs,2,W-case,Nonsense
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Raccoons are rats. Raccoons have teeth.,S,Rats have teeth.,Rats,Dofiks,1,S-case,Real
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Yebs are rats. Yebs have teeth.,S,Rats have teeth.,Rats,Dofiks,1,S-case,Nonsense
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Rats that have a disease that makes them lose their teeth are rats. Rats that have a disease that makes them lose their teeth do not have teeth.,W,Rats have teeth.,Rats,Dofiks,1,W-case,Real
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Yebs are rats. Yebs do not have teeth.,W,Rats have teeth.,Rats,Dofiks,1,W-case,Nonsense
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Piranhas are not rats. Piranhas have teeth.,N,Rats have teeth.,Rats,Dofiks,1,S-alt,Real
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Yebs are not rats. Yebs have teeth.,N,Rats have teeth.,Rats,Dofiks,1,S-alt,Nonsense
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Yebs are not rats. Yebs do not have teeth.,N,Rats have teeth.,Rats,Dofiks,1,N-alt,Nonsense
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,Pigeons are not rats. Pigeons do not have teeth.,N,Rats have teeth.,Rats,Dofiks,1,N-alt,Real
Rats have teeth. Dofiks are rats.,Dofiks have teeth.,"Rats have a long, furry tail.",N,Rats have teeth.,Rats,Dofiks,1,N-prop,Real
Rats have teeth. Raccoons are rats. Dofiks are raccoons.,Dofiks have teeth.,Raccoons have teeth.,S,Rats have teeth.,Rats,Dofiks,2,S-case,Real
Rats have teeth. Rats that have a disease that makes them lose their teeth are rats. Dofiks are rats that have a disease that makes them lose their teeth.,Dofiks have teeth.,Rats that have a disease that makes them lose their teeth do not have teeth.,W,Rats have teeth.,Rats,Dofiks,2,W-case,Real
Rats have teeth. Wumoxes are rats. Dofiks are Wumoxes.,Dofiks have teeth.,Wumoxes have teeth,S,Rats have teeth.,Rats,Dofiks,2,S-case,Nonsense
Rats have teeth. Wumoxes are rats. Dofiks are Wumoxes.,Dofiks have teeth.,Wumoxes do not have teeth,W,Rats have teeth.,Rats,Dofiks,2,W-case,Nonsense
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,House cats are cats. House cats have sharp claws.,S,Cats have sharp claws.,Cats,Dofiks,1,S-case,Real
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Yebs are cats. Yebs have sharp claws.,S,Cats have sharp claws.,Cats,Dofiks,1,S-case,Nonsense
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,All cats who have been declawed are cats. All cats who have been declawed do not have sharp claws.,W,Cats have sharp claws.,Cats,Dofiks,1,W-case,Real
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Yebs are cats. Yebs do not have sharp claws.,W,Cats have sharp claws.,Cats,Dofiks,1,W-case,Nonsense
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Freddy krueger are not cats. Freddy Krueger has sharp claws.,N,Cats have sharp claws.,Cats,Dofiks,1,S-alt,Real
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Yebs are not cats. Yebs have sharp claws.,N,Cats have sharp claws.,Cats,Dofiks,1,S-alt,Nonsense
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Yebs are not cats. Yebs do not have sharp claws.,N,Cats have sharp claws.,Cats,Dofiks,1,N-alt,Nonsense
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Walruses are not cats. Walruses do not have sharp claws.,N,Cats have sharp claws.,Cats,Dofiks,1,N-alt,Real
Cats have sharp claws. Dofiks are cats.,Dofiks have sharp claws.,Cats have a long tail.,N,Cats have sharp claws.,Cats,Dofiks,1,N-prop,Real
Cats have sharp claws. House cats are cats. Dofiks are house cats.,Dofiks have sharp claws.,House cats have sharp claws.,S,Cats have sharp claws.,Cats,Dofiks,2,S-case,Real
Cats have sharp claws. All cats who have been declawed are cats. Dofiks are all cats who have been declawed.,Dofiks have sharp claws.,All cats who have been declawed do not have sharp claws.,W,Cats have sharp claws.,Cats,Dofiks,2,W-case,Real
Cats have sharp claws. Wumoxes are cats. Dofiks are Wumoxes.,Dofiks have sharp claws.,Wumoxes have sharp claws,S,Cats have sharp claws.,Cats,Dofiks,2,S-case,Nonsense
Cats have sharp claws. Wumoxes are cats. Dofiks are Wumoxes.,Dofiks have sharp claws.,Wumoxes do not have sharp claws,W,Cats have sharp claws.,Cats,Dofiks,2,W-case,Nonsense
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,A salt water crocodile is a crocodile. A salt water crocodile has feet.,S,Crocodiles have feet.,Crocodiles,Bafus,1,S-case,Real
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,A Goq is a crocodile. A Goq has feet.,S,Crocodiles have feet.,Crocodiles,Bafus,1,S-case,Nonsense
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,Crocodiles that have lost their feet because of an injury are crocodiles. Crocodiles that have lost their feet because of an injury do not have feet.,W,Crocodiles have feet.,Crocodiles,Bafus,1,W-case,Real
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,A Goq is a crocodile. Goqs do not have feet.,W,Crocodiles have feet.,Crocodiles,Bafus,1,W-case,Nonsense
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,Pigs are not crocodiles. Pigs have four hoofed feet.,N,Crocodiles have feet.,Crocodiles,Bafus,1,S-alt,Real
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,A Goq is not a crocodile. A Goq has feet.,N,Crocodiles have feet.,Crocodiles,Bafus,1,S-alt,Nonsense
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,A Goq is not a crocodile. Goqs do not have feet.,N,Crocodiles have feet.,Crocodiles,Bafus,1,N-alt,Nonsense
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,Walruses are not crocodiles. Walruses do not have feet.,N,Crocodiles have feet.,Crocodiles,Bafus,1,N-alt,Real
Crocodiles have feet. A Bafu is a crocodile.,A Bafu has feet.,Crocodiles have a long snout.,N,Crocodiles have feet.,Crocodiles,Bafus,1,N-prop,Real
Crocodiles have feet. A salt water crocodile is a crocodile. A Bafu is a salt water crocodile.,A Bafu has feet.,A salt water crocodile has feet.,S,Crocodiles have feet.,Crocodiles,Bafus,2,S-case,Real
Crocodiles have feet. Crocodiles that have lost their feet because of an injury are crocodiles. Bafus are crocodiles that have lost their feet because of an injury.,A Bafu has feet.,Crocodiles that have lost their feet because of an injury do not have feet.,W,Crocodiles have feet.,Crocodiles,Bafus,2,W-case,Real
Crocodiles have feet. A Dofik is a crocodile. A Bafu is a Dofik.,A Bafu has feet.,A Dofik has feet,S,Crocodiles have feet.,Crocodiles,Bafus,2,S-case,Nonsense
Crocodiles have feet. A Dofik is a crocodile. A Bafu is a Dofik.,A Bafu has feet.,Dofiks do not have feet,W,Crocodiles have feet.,Crocodiles,Bafus,2,W-case,Nonsense
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Chameleons are lizards. Chameleons have eyelids.,S,Lizards have eyelids.,Lizards,Dofiks,1,S-case,Real
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Yebs are lizards. Yebs have eyelids.,S,Lizards have eyelids.,Lizards,Dofiks,1,S-case,Nonsense
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Chameleons are lizards. Chameleons do not have eyelids.,W,Lizards have eyelids.,Lizards,Dofiks,1,W-case,Real
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Yebs are lizards. Yebs do not have eyelids.,W,Lizards have eyelids.,Lizards,Dofiks,1,W-case,Nonsense
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Humans are not lizards. Humans have eyelids.,N,Lizards have eyelids.,Lizards,Dofiks,1,S-alt,Real
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Yebs are not lizards. Yebs have eyelids.,N,Lizards have eyelids.,Lizards,Dofiks,1,S-alt,Nonsense
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Yebs are not lizards. Yebs do not have eyelids.,N,Lizards have eyelids.,Lizards,Dofiks,1,N-alt,Nonsense
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Sharks are not lizards. Sharks do not have eyelids.,N,Lizards have eyelids.,Lizards,Dofiks,1,N-alt,Real
Lizards have eyelids. Dofiks are lizards.,Dofiks have eyelids.,Lizards have a long tail.,N,Lizards have eyelids.,Lizards,Dofiks,1,N-prop,Real
Lizards have eyelids. Chameleons are lizards. Dofiks are chameleons.,Dofiks have eyelids.,Chameleons have eyelids.,S,Lizards have eyelids.,Lizards,Dofiks,2,S-case,Real
Lizards have eyelids. Chameleons are lizards. Dofiks are chameleons.,Dofiks have eyelids.,Chameleons do not have eyelids.,W,Lizards have eyelids.,Lizards,Dofiks,2,W-case,Real
Lizards have eyelids. Wumoxes are lizards. Dofiks are Wumoxes.,Dofiks have eyelids.,Wumoxes have eyelids,S,Lizards have eyelids.,Lizards,Dofiks,2,S-case,Nonsense
Lizards have eyelids. Wumoxes are lizards. Dofiks are Wumoxes.,Dofiks have eyelids.,Wumoxes do not have eyelids,W,Lizards have eyelids.,Lizards,Dofiks,2,W-case,Nonsense
Tortoises live in burrows. A Dofik is a tortoise.,A Dofik lives in burrows.,A leopard tortoise is a tortoise. A leopard tortoise lives in burrows.,S,Tortoises live in burrows.,Tortoises,Dofiks,1,S-case,Real
Tortoises live in burrows. A Dofik is a tortoise.,A Dofik lives in burrows.,A Yeb is a tortoise. A Yeb lives in burrows.,S,Tortoises live in burrows.,Tortoises,Dofiks,1,S-case,Nonsense
Tortoises live in burrows. A Dofik is a tortoise.,A Dofik lives in burrows.,Burmese python are tortoises. Burmese python does not live in burrows.,W,Tortoises live in burrows.,Tortoises,Dofiks,1,W-case,Real
Tortoises live in burrows. A Dofik is a tortoise.,A Dofik lives in burrows.,A Yeb is a tortoise. Yebs does not live in burrows.,W,Tortoises live in burrows.,Tortoises,Dofiks,1,W-case,Nonsense
Tortoises live in burrows. A Dofik is a tortoise.,A Dofik lives in burrows.,Prairie dogs are not tortoises. Prairie dogs live in burrows.,N,Tortoises live in burrows.,Tortoises,Dofiks,1,S-alt,Real
Tortoises live in burrows. A Dofik is a tortoise.,A Dofik lives in burrows.,A Yeb is not a tortoise. A Yeb lives in burrows.,N,Tortoises live in burrows.,Tortoises,Dofiks,1,S-alt,Nonsense
